lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet1_pt,jet1_eta,jet1_phi,jet1_b-tag,jet2_pt,jet2_eta,jet2_phi,jet2_b-tag,jet3_pt,jet3_eta,jet3_phi,jet3_b-tag,jet4_pt,jet4_eta,jet4_phi,jet4_b-tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb
1.374032259,0.072993502,1.122346163,0.603588343,0.239112332,1.088843346,0.410919964,-0.676836729,2.173076153,0.59640485,-1.210271239,1.272678971,2.214872122,0.691069961,0.29236272,0.448686451,0,0.722189009,-0.688372672,-1.294876695,0,0.91119808,0.964436889,0.985968649,0.705939591,1.603690267,0.986793697,0.805680752
0.458620787,-0.130565971,0.469274402,1.975282669,-0.484157741,0.881811082,-1.175428271,1.282431006,0,0.460555017,-0.950914502,0.672908068,0,0.831040144,-0.704359591,-1.72154355,2.548224449,0.926894486,-0.603424728,-0.496355504,3.101961374,0.721837699,0.857646346,0.997911751,0.900092125,0.599388123,0.599977374,0.767901063
1.339443564,-0.383797854,-0.541785598,0.827329397,-0.07413508,0.81301403,-1.21206677,-1.135859609,1.086538076,1.715183258,-0.228212535,0.299507588,2.214872122,1.987506628,-1.560903668,1.692402959,0,1.116752028,0.605001867,1.494216681,0,0.750241578,0.900893509,0.99552536,0.944758654,1.895786047,1.299316406,1.23781395
0.283664107,1.788152575,-1.637084603,2.0799582,-0.899735391,0.818693697,0.150489509,0.524045587,2.173076153,0.973611772,1.235647559,0.695101261,2.214872122,0.541616201,0.906780601,1.607528448,0,1.005514979,-0.095402539,1.453153253,0,0.489084095,0.784814715,0.983810604,1.170954823,0.800304472,1.003242016,0.833809137
0.558909774,-0.508465886,-0.362565368,4.112020016,-0.873128414,0.878788054,1.127846599,1.034625292,2.173076153,2.148417234,-0.34963426,0.574703157,0,1.953787327,0.49716869,1.717366099,0,1.378901601,0.169435248,-0.216679811,1.550980687,3.070091724,1.906818867,0.990864277,2.079576492,1.194993258,1.373381138,1.577288985
0.800481796,-1.596388936,1.466360092,0.361750335,-0.22727558,1.218192697,0.470333755,-0.490009487,2.173076153,2.185432911,-0.924687445,1.123984694,2.214872122,0.81716609,0.109402731,-0.949906707,0,0.764298439,0.204413831,0.247329324,0,0.770388484,0.702661335,0.992839217,0.873996139,3.025446892,1.447395205,1.137897849
1.11910069,-0.033169098,1.362601042,0.206683308,1.270836115,0.876406252,0.732744694,-1.630916715,2.173076153,1.207162738,0.965605676,0.065924235,0,0.618362725,1.685043097,-0.432890594,0,0.676915288,-0.805800736,-0.281049609,3.101961374,0.821138918,1.037997603,0.986861467,1.023769021,1.09507072,0.969816089,1.012964249
0.812194347,-0.0516745,0.473158419,0.440448642,0.796916902,0.524542928,0.737695873,-0.794918716,2.173076153,0.816610098,-0.837263823,-0.773638725,0,0.590263307,2.221179724,0.999538541,0,0.848517358,0.652472734,1.545268655,0,0.811750829,0.890848279,1.000729322,0.514210284,0.91493845,0.82623148,0.95007509
1.75158,-0.610732555,-1.043937802,0.528518438,-1.192350984,1.345068812,1.381345391,0.473043054,0,0.529298306,0.7878443,0.720068634,2.214872122,0.779407501,-0.307491183,0.839774787,2.548224449,0.625556409,0.281033576,-1.445257902,0,1.059116244,1.074744582,1.004265308,0.938857019,0.420535713,0.874359667,0.777839661
1.06364882,-1.701577544,-1.727527022,0.29936415,0.569830775,1.002640963,-1.541813374,1.117227197,0,1.140937567,-1.438544035,-0.409667552,1.107436061,0.514219284,-1.513570666,0.331637263,0,0.814683735,0.052007172,-0.829860389,3.101961374,0.843356669,1.087316394,0.993813217,0.921224058,0.806870103,0.897372365,0.782352448
0.551772416,-0.985710442,-0.856394708,0.646582186,0.478264242,0.790295422,0.470333755,0.629376829,2.173076153,0.834488392,-0.421515882,-1.536529779,2.214872122,0.925173223,0.127607718,-0.602642417,0,0.520891309,-1.047319531,1.262818456,0,0.956846774,0.985929668,0.99123764,0.922274232,1.243125439,1.053273797,0.880874336
0.950000226,0.611598253,0.951448858,0.211579502,-1.069911242,0.515473843,0.231688365,0.061142161,1.086538076,0.999296069,0.70916307,-0.54948467,2.214872122,0.656823814,-1.409802437,1.545952797,0,0.554724932,-0.491826415,-1.647800803,0,0.373915464,0.857746542,0.992937505,0.8667472,0.612588167,0.801080227,0.825841486
1.470478058,-1.100638866,0.937577307,0.591507614,-0.682755947,0.998885095,0.314867675,-0.69845742,2.173076153,0.648151219,-0.087363362,1.632763505,1.107436061,0.506140709,-2.327332973,1.354569077,0,0.804947436,0.249386281,0.690149188,0,0.865410209,0.948815346,1.284061074,0.87337625,1.049861908,0.999458551,0.950454414
0.961895823,0.486930221,0.406020194,1.522840858,-0.430984885,1.163045168,0.118802153,1.143282771,2.173076153,1.009997845,0.519745171,-0.685975611,1.107436061,0.989801884,-0.496822864,-1.450277925,0,0.778172672,-0.725016892,0.757293522,0,0.898415208,0.972506404,1.147133589,0.758459508,1.624319553,1.034499526,0.944402874
0.616374612,0.869699955,-0.466879308,1.44358778,0.971332967,1.209673285,0.722842395,-1.365925312,2.173076153,1.459095597,1.114225864,0.266772628,0,0.985762596,0.884024382,-0.800682962,0,0.934926867,1.355375528,1.145731926,3.101961374,1.517690301,1.071622491,1.257924676,1.180063248,1.010705113,1.048479199,0.927996278
0.574282527,0.400247008,-0.283775061,0.535089612,-1.142772436,0.485976279,-1.243754148,-1.010016322,0,0.894166589,0.010745382,1.059069633,2.214872122,0.346325278,0.295093447,0.736039281,0,0.650140464,-1.208887219,0.76728195,3.101961374,0.980047405,0.942643583,0.981705427,0.642016172,0.577948272,0.611535728,0.598645508
0.734232485,1.809579968,-0.952940524,1.026082516,-0.127336264,1.325190067,0.069290653,0.953132033,1.086538076,1.077733874,0.138966709,-0.788064301,2.214872122,0.521068513,0.264144987,1.589776874,0,0.44689554,1.471138,1.662910104,0,0.430881739,0.789239049,0.985565722,1.497861862,1.759566903,1.668890357,1.219596624
0.402070969,1.336230993,0.479261875,1.126633286,-1.118463278,0.78635633,-1.522008657,0.15704909,0,0.648906648,0.593569577,0.46373722,0,0.997880459,0.100300245,1.372875452,2.548224449,0.520404458,0.057836935,-1.535708547,3.101961374,0.948687851,0.819591582,0.987259448,1.034101844,0.274132311,0.736313403,1.280133605
0.67146033,1.344022751,-1.03228569,1.525333762,-1.699981451,0.566865444,1.372433305,-0.460627556,2.173076153,1.14383328,-1.048051834,1.317065358,2.214872122,1.150846601,-0.66157788,-0.275346339,0,1.801456332,-0.731679499,0.682935297,0,1.213388205,1.161839843,0.988503695,0.891080916,2.204212904,1.770185351,1.739016771
1.042236805,1.652770877,-1.58215332,1.666679382,-1.081777334,0.448692143,0.81691426,-0.633041084,0,0.701911986,0.459520012,0.584690094,0,1.303285956,1.055151105,0.503050506,2.548224449,0.583933771,-0.081244543,1.284459949,3.101961374,1.081535816,0.827861488,0.998384595,0.792957127,0.621459246,0.814789116,0.773782551
0.818782687,2.054045916,0.638507068,1.80587399,0.959627926,1.317220092,1.355599284,-0.59146297,0,1.116512179,1.350269675,1.688801408,2.214872122,0.733921587,1.53212142,-1.197873473,0,1.309043646,0.93479979,0.230681971,3.101961374,0.960105717,0.97469908,0.967370987,0.933831453,1.06561625,0.907348394,0.970763743
3.431420565,-0.180238381,0.882091165,1.297768474,0.648175418,3.107866526,0.679272294,-0.890271246,0,1.653616548,0.191420883,1.097907782,2.214872122,0.938169181,0.927716315,-0.334702462,2.548224449,0.523568809,-0.84161222,1.608528614,0,2.396820545,1.513715982,0.999283731,0.730324626,1.389734268,1.608121037,1.74457562
0.851358294,-0.85714668,1.575667858,1.088119984,-0.732811868,0.783516526,1.006048203,-0.345871896,0,0.583562672,0.702363431,0.410473585,0,0.726194203,0.034762342,1.626944184,2.548224449,0.538903415,-0.330258727,0.573062718,3.101961374,0.928991318,0.977448285,1.164704561,0.666385829,0.40278244,0.620533168,0.800718248
0.968301117,0.031112846,0.157997191,1.200109005,0.768461764,1.431820869,-1.279402494,-1.333217144,2.173076153,0.597789824,-1.312265396,1.350355268,1.107436061,0.767289579,1.836144567,-0.203784943,0,0.587828279,-1.933443546,-0.303801,0,3.200827837,2.146027565,0.984486163,1.596390486,0.901040792,1.80670464,1.474733353
0.766808152,-1.094794989,-0.651096046,0.784634471,1.67690599,0.836099029,-2.045840502,-1.738465548,0,1.50580585,-0.585678041,-0.051247612,2.214872122,0.422018081,-0.341170371,-1.247244835,2.548224449,0.403569043,-0.999848604,0.950957894,0,1.022854447,0.801426828,0.989145994,0.959614992,0.752579212,0.968209922,0.825554013
0.985686958,0.502513707,-0.047959112,0.156026512,0.032540612,1.266103387,-0.637733519,0.713641882,0,1.845115781,-0.562365055,-0.870179117,2.214872122,1.138026357,-0.105415955,1.610856891,1.274112225,0.49922806,0.958951652,-1.441373587,0,0.862668872,1.092091203,0.98720175,1.00445056,1.263738871,1.186754465,0.983873785
2.391013622,-1.567169785,-0.079031244,1.571363091,-0.226510778,2.338732243,0.339623421,1.609512568,0,0.803390265,-0.92954433,-1.278533936,2.214872122,0.916216493,-0.271991462,0.643953204,2.548224449,0.776712239,-1.803522944,1.00922358,0,3.481171846,2.070925236,0.96789664,1.159966111,0.950223804,1.367384791,1.713963985
0.950366199,0.436283857,1.446940064,0.269141674,-0.55434376,1.148571253,0.865435541,-1.298845887,2.173076153,1.326267362,0.909265995,0.17356123,0,1.014740109,0.115774482,0.631749034,0,0.374116778,0.973942518,-0.257188946,3.101961374,0.992172301,1.153814793,0.99036932,0.577739298,0.569317341,0.680157363,0.661487758
1.18919313,1.344022751,0.291163892,1.962775826,0.15248093,3.094400167,0.895142376,0.171462849,2.173076153,3.849373341,-0.460370839,-1.695211053,0,1.555829406,-0.474066675,-1.254456401,1.274112225,0.528436899,0.065332346,-1.526830077,0,0.590663671,0.78907758,0.985579312,1.568091631,3.370581388,2.780381441,2.766016006
1.723579645,-0.054596409,1.550698996,0.208992258,-1.318098783,0.5875687,-0.798150778,-0.686261177,2.173076153,0.694105983,-2.644990206,-0.259863496,0,1.202830553,-0.46041292,0.688886821,2.548224449,0.649653673,-1.423755646,-1.224402905,0,0.812435031,0.923610628,0.990258753,0.893596351,1.002883196,0.89183712,1.112272143
0.777056575,0.008711563,-0.548998773,0.597331524,-1.6637007,1.218284488,1.68633616,0.910445154,2.173076153,0.451741755,1.287130475,0.19242543,0,0.391284347,1.188047409,-1.042547464,2.548224449,0.720972002,-1.097288847,-0.515777409,0,1.36817348,0.885923147,0.983719707,1.841121197,0.862018287,1.159619331,1.072723031
2.128578663,-0.314646095,0.231238887,1.332189679,0.403424501,1.573995233,-0.784287512,-1.340978384,0,1.195327878,-0.367118955,1.68047905,2.214872122,1.080422521,-1.490814567,0.343286693,2.548224449,0.734846175,-1.231373429,-1.039062262,0,0.726080716,0.89975816,0.99258256,1.153321743,1.389750123,1.16222775,1.285528183
1.757253289,-0.350682944,-0.85362041,1.508243322,-0.429081768,1.21526134,-0.792209387,1.223112941,0,1.45557034,0.375981867,0.650160015,2.214872122,0.465923429,-1.390687108,-1.448613763,0,0.889166296,-0.204502404,-1.483546853,3.101961374,1.035404682,0.780535102,0.992696822,1.484071136,1.019080043,1.002251506,1.113148093
0.882652819,-0.898053348,1.687194943,0.085014731,-0.209860042,1.003190637,-1.154633522,0.802341998,0,0.778587222,-1.878576279,-1.024421811,0,1.130298972,0.458938271,1.627498984,0,1.808271766,-0.84161222,-1.473003507,3.101961374,0.865831017,1.107351065,0.986722708,0.568343878,0.709066629,0.679969966,0.665341556
3.714535475,-0.342891157,-1.503917813,0.343610317,-0.971547544,1.553566813,-1.614100099,0.305621684,0,1.38934505,-1.146160483,-0.052357215,2.214872122,0.941506028,-0.93192184,1.192031741,2.548224449,0.925920844,-1.875145912,-0.537418962,0,0.873659194,0.798733234,0.995513082,0.944451213,1.098918438,1.181974649,1.035402894
0.918522596,-2.30641222,1.207794905,0.424895883,0.897517264,0.697130919,-2.025045872,-0.241094947,0,0.715383649,-1.23844111,-0.578893483,2.214872122,0.812951207,-0.691616058,-1.485780954,2.548224449,0.50141871,-1.294667959,1.297777891,0,0.915393233,0.906197071,0.992249727,0.85710597,0.627663016,0.65861702,0.655011892
0.478934795,-1.278875113,0.961436391,0.449086547,0.300279468,0.619356394,-1.244744301,-1.217352748,1.086538076,0.84267211,0.336155534,0.408809066,2.214872122,0.567959428,-0.560540259,-1.521284103,0,0.522351742,-1.919285536,-0.979686737,0,0.63581866,1.062378764,0.988100827,0.928324401,1.418730497,0.806675076,0.734260738
1.134290338,1.243703961,1.666665077,0.63806963,0.562377095,0.507320762,1.62197125,0.310056716,0,1.679678559,0.677107751,-0.879056394,2.214872122,0.956785023,-0.531412303,0.976239622,2.548224449,0.51918745,-1.302996278,-0.772149563,0,1.97478199,1.383774161,0.988342762,1.12442863,1.627369285,1.175225854,1.047376871
1.758351445,-0.788968861,-0.376436889,0.542169392,-0.04374947,1.119348645,0.861474574,0.970317721,1.086538076,0.723819256,1.567857385,1.383645058,0,1.251126409,-0.396695524,-1.112998843,2.548224449,0.712209344,0.480911195,-1.177790284,0,0.858222783,0.901132822,0.993864834,0.823991597,1.74365449,1.21873188,1.11948514
0.35595271,-0.938960075,-0.23550269,1.56439507,-1.43114233,0.532329559,0.22079584,-1.467930317,1.086538076,0.797724545,-0.470084578,0.212954134,1.107436061,0.493495971,-2.248141289,0.795950711,0,1.113100886,-0.306939632,0.999790132,0,1.036515474,0.873969138,0.989682794,1.002990484,1.017981768,0.884897888,0.835684299
0.725265026,2.089108944,-0.161150709,0.798587799,0.868129671,0.686412871,0.983272851,-1.50950861,0,0.850478172,1.789330602,0.555839002,0,1.485932112,0.120325722,-1.621136546,0,1.414925814,0.664965093,0.01759574,3.101961374,0.826246381,0.88053602,0.989621282,0.672400057,0.642862737,0.788980544,0.845364749
1.738220453,0.041826501,-0.203875035,0.899624765,-1.062729478,1.254377604,0.504991829,0.8533445,2.173076153,0.664015055,0.225418955,1.586712718,2.214872122,0.691069961,0.382477313,-1.334338188,0,1.168597698,1.055559158,1.238957286,0,0.97206068,0.849042594,1.20971477,0.960598588,0.84434402,1.002507329,0.842848361
0.716846585,-1.654826999,0.408794492,0.562281609,-0.695260227,0.767485261,-0.940743864,-0.854236901,2.173076153,0.99237138,0.411922693,1.223299146,0,0.63469553,-0.495002419,0.090882137,0,0.683730662,0.018694244,1.478679299,3.101961374,0.750581384,0.756192863,0.993961811,0.666278243,0.76590085,0.598522902,0.545714557
0.920352757,0.860934258,-0.788146794,1.541092515,0.946030259,1.17238915,1.438778639,0.043956529,0,1.576437712,0.253588796,-1.716849446,2.214872122,0.750078738,0.934088051,-1.298835278,0,0.565678239,0.255216032,-0.41311869,3.101961374,1.619063497,0.947780192,1.649884701,1.251655698,0.7867347,1.09192872,0.996324956
2.42304039,-0.104268819,-0.370888263,1.987205267,-0.252981216,1.146739125,2.135900497,1.580130458,0,0.452748954,1.477519631,-1.558722973,0,0.982952654,0.467130512,0.853088379,2.548224449,0.828071117,-0.669217765,0.996460617,3.101961374,0.734716356,0.78794235,0.991493165,1.160539985,0.495589405,0.912270963,0.918298125
0.455143631,0.181104049,1.45415318,2.028264761,-0.987265348,1.053299785,-1.058581114,0.035640899,0,1.655756831,-0.872233272,1.624995947,2.214872122,1.152954102,0.037493091,0.7349298,2.548224449,0.629207492,-0.645065844,0.359421581,0,0.800810695,0.921195328,1.07689333,1.297526121,1.274689555,1.078612447,1.102411747
0.293546587,1.34499681,0.395477831,1.620522738,1.360869169,0.634196818,-0.97639215,0.241314143,2.173076153,0.442802578,-1.698872089,-1.179774284,0,1.014213204,-1.387046218,-0.313067794,0,1.074642658,-0.602591872,-0.855941296,3.101961374,0.89998883,0.948809862,0.980950058,0.886777699,0.73889482,0.818432629,0.767695785
0.531275392,0.101238601,1.655567884,1.049687386,0.665047526,1.084171414,0.786217153,-1.511726022,2.173076153,0.432352602,0.773273706,0.741152167,0,0.487349212,0.904960155,-1.043656945,2.548224449,1.991313815,0.492570698,0.086404838,0,0.888108015,0.680662096,0.987037182,1.276839852,0.382240117,0.851641476,0.899893224
1.103361845,-1.343157053,1.026910067,1.167270184,-1.545179248,1.030031562,0.032652151,-0.691804945,2.173076153,0.533327222,-0.531281114,-0.302585423,0,1.319970012,-0.653385639,0.630639613,2.548224449,0.699552119,1.435326576,-1.093443632,0,1.225817561,0.943122208,1.154821038,0.931546688,1.460660577,1.126978636,1.095830321
2.20159936,0.448945433,-0.55621475,0.774381638,-0.050058939,1.673755527,2.630025148,0.965328336,0,1.714050174,0.211819723,-0.997789979,1.107436061,1.388989091,-0.721654296,1.604200006,0,1.466771483,-0.958207488,0.514242053,3.101961374,7.59307003,5.009341717,0.991012931,1.380337715,1.75507915,3.461181402,2.640096903
0.699460804,-1.938251972,0.998057187,1.022462726,-1.419148564,0.467563242,-1.636875391,-0.339773744,0,0.593886793,-1.201528907,0.521994352,0,1.397067785,-0.221927792,-0.400715947,2.548224449,2.057033777,-0.087074302,1.095789909,0,0.818561852,1.02434063,0.985754907,1.367668629,1.013249159,1.013916969,0.886863291
0.667800188,-1.22335887,1.70772481,0.520102084,-0.490946591,1.108080864,-0.299074858,0.755220056,2.173076153,1.105936289,0.502260447,-1.087672353,0,0.449766248,0.913152337,-0.204339683,0,0.547422647,-0.749168754,-0.458067119,3.101961374,0.817245901,0.681836367,0.986428022,1.316834331,0.773829401,0.880040765,1.037735462
0.580321789,1.601150632,-0.962928057,1.116878748,1.46655333,0.470403045,0.119792379,-0.478367567,0,0.55800432,-0.669216156,-1.304610968,2.214872122,0.791349769,-0.345721602,0.643953204,2.548224449,0.86141789,-1.292169571,0.275629848,0,1.097325563,0.832903504,0.990589201,0.910916805,0.702659011,0.762083352,0.827517152
1.261298656,0.521993101,-0.042410668,0.271795928,1.463445306,0.716551661,-0.942724347,-1.741237402,2.173076153,0.913807631,0.312842578,1.47963047,2.214872122,0.656121314,-0.668859899,-1.261667967,0,0.810058951,-1.27801156,0.255098104,0,0.854007125,0.993064225,0.98404032,1.057293177,0.857980967,0.816990137,0.758871675
0.37004438,2.250787735,0.0259402,1.482394934,-1.383051038,0.350489199,-0.287192106,-0.814321816,2.173076153,0.823282957,1.423122764,0.650160015,0,0.881267905,2.083732367,0.891919911,0,0.469045579,0.091982692,0.992021322,3.101961374,0.621522665,1.263543725,0.987258255,0.898724318,0.436980635,0.92868942,0.887009978
0.648584187,1.218380928,-1.161568403,1.878045797,-1.505635142,0.518405259,-2.54E-05,0.400974244,2.173076153,0.552464545,-1.010168195,0.449866474,2.214872122,0.927456319,0.310567677,-0.333592981,0,0.548639715,-0.181183338,1.410424948,0,0.817775071,0.730170071,0.998022377,1.58134973,0.429531693,1.540263891,1.208322644
1.792574048,0.010659501,-1.70200336,0.448576331,1.088522434,1.202436328,0.523806155,0.226346001,2.173076153,1.187018156,1.89715302,-1.653598785,0,1.002622247,-0.254696757,-0.692509532,2.548224449,1.581902981,-0.2869519,-0.09848354,0,3.084448099,2.003141403,0.99293375,1.333483696,1.157369137,1.454655647,1.265025258
